0.509743 9.764049 -0.799753 
0.509649 9.762834 -0.814513 
0.509157 9.761543 -0.830138 
0.508392 9.760167 -0.846624 
0.507837 9.758514 -0.865797 
0.507577 9.756794 -0.885119 
0.507773 9.754987 -0.904703 
0.507592 9.753114 -0.924775 
0.507124 9.751037 -0.946679 
0.507370 9.748783 -0.969487 
0.508555 9.746297 -0.993559 
0.510080 9.743758 -1.017395 
0.508368 9.741374 -1.040816 
0.504313 9.739132 -1.063517 
0.499131 9.736954 -1.085676 
0.496631 9.734449 -1.109037 
0.492407 9.731938 -1.132700 
0.487217 9.729334 -1.157058 
0.481367 9.726658 -1.181739 
0.475316 9.724000 -1.205819 
0.469354 9.721307 -1.229637 
0.463869 9.718651 -1.252501 
0.459121 9.716036 -1.274344 
0.455014 9.713329 -1.296265 
0.451909 9.710550 -1.317993 
0.449745 9.707584 -1.340385 
0.448789 9.704475 -1.363028 
0.448297 9.701182 -1.386437 
0.448304 9.697700 -1.410584 
0.448821 9.694080 -1.435083 
0.450232 9.690251 -1.460286 
0.453137 9.686386 -1.484820 
0.457468 9.682523 -1.508497 
0.462527 9.678465 -1.532800 
0.468050 9.674165 -1.558062 
0.473489 9.669747 -1.583638 
0.478650 9.665216 -1.609533 
0.483614 9.660582 -1.635656 
0.488048 9.655775 -1.662502 
0.492233 9.650796 -1.689956 
0.495450 9.645518 -1.718901 
0.498960 9.640000 -1.748580 
0.502250 9.634348 -1.778535 
0.505006 9.628592 -1.808671 
0.507247 9.622589 -1.839725 
0.509206 9.616309 -1.871741 
0.510829 9.609860 -1.904138 
0.511958 9.603168 -1.937308 
0.512771 9.596792 -1.968437 
0.512632 9.590265 -2.000033 
0.511665 9.583584 -2.032047 
0.509170 9.576010 -2.068062 
0.506829 9.567801 -2.106278 
0.504364 9.559021 -2.146352 
0.502077 9.549672 -2.188100 
0.499685 9.539763 -2.231442 
0.496827 9.529477 -2.275593 
0.493114 9.518516 -2.321808 
0.489400 9.507032 -2.369164 
0.485245 9.495101 -2.417374 
0.481532 9.482936 -2.465391 
0.478076 9.470701 -2.512640 
0.474661 9.458389 -2.559232 
0.471018 9.445831 -2.605863 
0.467329 9.433087 -2.652278 
0.463787 9.420396 -2.697617 
0.460086 9.407617 -2.742473 
0.457014 9.394898 -2.786238 
0.453329 9.382201 -2.829292 
0.449703 9.369765 -2.870778 
0.446200 9.357374 -2.911451 
0.444273 9.344939 -2.951412 
0.445427 9.332253 -2.991110 
0.447496 9.319280 -3.030986 
0.450598 9.306067 -3.070860 
0.453990 9.292720 -3.110522 
0.458516 9.278700 -3.151442 
0.463399 9.263912 -3.193945 
0.468517 9.248620 -3.237223 
0.472386 9.232743 -3.281677 
