0.443836 0.653752 -1.407418 
0.416823 0.670970 -1.429614 
0.449424 0.662529 -1.449095 
0.371160 0.701141 -1.467981 
0.403366 0.700439 -1.463374 
0.442702 0.712567 -1.469101 
0.414292 0.760595 -1.480976 
0.517396 0.762517 -1.476355 
0.470354 0.811607 -1.482599 
0.382496 0.836473 -1.481969 
0.398967 0.802390 -1.475360 
0.299692 0.852430 -1.469407 
0.284143 0.837998 -1.442592 
0.302640 0.797764 -1.431164 
0.250327 0.840097 -1.427297 
0.313743 0.811480 -1.408628 
0.307264 0.817533 -1.405565 
0.219399 0.846688 -1.398212 
0.286740 0.823866 -1.383403 
0.234033 0.867749 -1.374723 
0.227145 0.851661 -1.351256 
0.320691 0.825502 -1.339679 
0.264530 0.868320 -1.341700 
0.338739 0.846801 -1.329201 
0.348196 0.850596 -1.335181 
0.307335 0.905397 -1.341415 
0.443493 0.884193 -1.335622 
0.424180 0.933597 -1.343292 
0.416728 0.972389 -1.332284 
0.466301 0.955194 -1.329279 
0.361804 1.032748 -1.338354 
0.376085 1.019203 -1.327918 
0.442917 1.039197 -1.333965 
0.398766 1.105244 -1.337611 
0.496030 1.064478 -1.322929 
0.444077 1.129795 -1.319018 
0.341483 1.150811 -1.301861 
0.358440 1.108441 -1.286489 
0.264275 1.150949 -1.290238 
0.270744 1.148194 -1.275166 
0.327308 1.127046 -1.276089 
0.259743 1.161594 -1.283998 
0.292086 1.144100 -1.268946 
0.279032 1.121890 -1.267507 
0.166922 1.122480 -1.261832 
0.265309 1.074302 -1.240912 
0.264585 1.119255 -1.228688 
0.250349 1.148690 -1.200200 
0.345837 1.139384 -1.164807 
0.300003 1.199964 -1.143973 
0.255236 1.213042 -1.109072 
0.299849 1.200037 -1.090645 
0.259710 1.266937 -1.087400 
0.290610 1.276339 -1.068064 
0.343213 1.284074 -1.064007 
0.274362 1.350618 -1.072111 
0.254172 1.341037 -1.066981 
0.213749 1.337026 -1.082917 
0.172276 1.359615 -1.106335 
0.216546 1.360212 -1.110356 
0.259679 1.381688 -1.124405 
0.224827 1.389946 -1.137014 
0.219986 1.352381 -1.133085 
0.171463 1.330015 -1.141852 
0.139555 1.292836 -1.152986 
0.178419 1.258237 -1.144888 
0.233931 1.238294 -1.142102 
0.223332 1.206131 -1.134065 
0.223662 1.175147 -1.109519 
0.192438 1.145751 -1.096165 
0.170132 1.127145 -1.091049 
0.178766 1.156208 -1.069556 
0.262722 1.208224 -1.058391 
0.272154 1.272706 -1.047657 
0.250104 1.354061 -1.022570 
0.225852 1.403717 -1.008656 
0.187593 1.439682 -1.008140 
0.143720 1.498617 -0.996805 
0.204944 1.548503 -0.992259 
0.221801 1.609884 -0.990448 
0.184529 1.646855 -0.975775 
0.150944 1.666716 -0.952727 
0.112691 1.681551 -0.938066 
0.100615 1.674072 -0.919855 
0.096346 1.712564 -0.890463 
0.139634 1.731875 -0.866808 
0.146488 1.733277 -0.846794 
0.091496 1.703514 -0.822805 
0.060711 1.658237 -0.803074 
0.089611 1.619562 -0.792245 
0.106491 1.591297 -0.777757 
0.116328 1.603980 -0.754002 
0.153686 1.580511 -0.735631 
0.141171 1.537654 -0.727593 
0.073889 1.484302 -0.719018 
0.054507 1.461311 -0.710102 
0.076156 1.471835 -0.705269 
0.111558 1.468209 -0.701017 
0.097193 1.491566 -0.688886 
0.102349 1.489396 -0.671652 
0.080002 1.508356 -0.659242 
0.051300 1.519436 -0.654598 
0.013038 1.612149 -0.646277 
0.067663 1.664128 -0.636158 
0.117724 1.720589 -0.623989 
0.111375 1.766351 -0.610480 
0.041388 1.812670 -0.591694 
0.015739 1.799476 -0.574208 
0.030327 1.841852 -0.564103 
0.077453 1.868081 -0.550955 
0.088628 1.907240 -0.530814 
0.104821 1.929793 -0.502587 
0.095329 1.946965 -0.475439 
0.057663 1.908133 -0.456494 
-0.004050 1.867680 -0.443764 
-0.008401 1.856657 -0.426513 
0.051486 1.848844 -0.414775 
0.063316 1.843953 -0.404772 
0.062262 1.826423 -0.393868 
