0.000247 0.000769 0.010556 0.002879 -0.094331 -0.000346 -0.135011 -0.000373 0.008723 -0.042501 
0.000237 0.000754 0.010556 0.002853 -0.094425 -0.000341 -0.135272 0.000059 0.008436 -0.042402 
0.000224 0.000742 0.010446 0.002851 -0.092796 -0.000196 -0.133343 -0.000285 0.008577 -0.042260 
0.000212 0.000731 0.010384 0.002854 -0.092629 -0.000178 -0.132443 -0.000378 0.008539 -0.042188 
0.000201 0.000725 0.010404 0.002854 -0.092662 -0.000107 -0.132783 -0.000486 0.008606 -0.042244 
0.000190 0.000717 0.010426 0.002851 -0.092698 -0.000025 -0.133196 -0.000576 0.008650 -0.042273 
0.000179 0.000710 0.010458 0.002848 -0.092669 0.000075 -0.133726 -0.000710 0.008732 -0.042316 
0.000168 0.000700 0.010481 0.002840 -0.092726 0.000154 -0.134204 -0.000695 0.008706 -0.042308 
0.000156 0.000689 0.010447 0.002856 -0.092700 0.000267 -0.133685 -0.001034 0.008802 -0.042259 
0.000143 0.000674 0.010342 0.002853 -0.090928 0.000464 -0.131815 -0.001416 0.008938 -0.042048 
0.000132 0.000663 0.010337 0.002869 -0.091219 0.000582 -0.131805 -0.001746 0.009034 -0.042028 
0.000121 0.000649 0.010334 0.002865 -0.091523 0.000627 -0.131955 -0.001712 0.008925 -0.041950 
0.000109 0.000635 0.010329 0.002874 -0.091895 0.000720 -0.132029 -0.001891 0.008915 -0.041878 
0.000097 0.000619 0.010270 0.002888 -0.091373 0.000900 -0.131062 -0.002300 0.009017 -0.041725 
0.000085 0.000603 0.010256 0.002894 -0.091729 0.000976 -0.131016 -0.002425 0.008958 -0.041618 
0.000073 0.000589 0.010247 0.002908 -0.092099 0.001094 -0.131001 -0.002694 0.008986 -0.041541 
0.000061 0.000571 0.010198 0.002913 -0.091958 0.001186 -0.130316 -0.002889 0.008941 -0.041361 
0.000050 0.000550 0.010144 0.002913 -0.091843 0.001252 -0.129609 -0.002998 0.008824 -0.041133 
0.000037 0.000531 0.010040 0.002907 -0.089899 0.001471 -0.127745 -0.003378 0.008935 -0.040851 
0.000024 0.000513 0.009949 0.002905 -0.088480 0.001632 -0.126146 -0.003709 0.009005 -0.040607 
0.000000 0.000520 0.010019 0.003377 -0.103572 0.001240 -0.128280 -0.007377 0.009868 -0.041305 
-0.000009 0.000452 0.009900 0.003273 -0.104313 0.000726 -0.127532 -0.005610 0.008106 -0.040428 
-0.000017 0.000396 0.009836 0.003181 -0.104747 0.000484 -0.127472 -0.004028 0.006606 -0.039736 
-0.000028 0.000349 0.009703 0.003109 -0.104372 0.000149 -0.125973 -0.002965 0.005441 -0.039091 
-0.000040 0.000310 0.009551 0.003045 -0.103166 -0.000123 -0.123907 -0.002173 0.004537 -0.038505 
-0.000050 0.000282 0.009495 0.003007 -0.103347 -0.000223 -0.123463 -0.001474 0.003814 -0.038187 
-0.000062 0.000260 0.009419 0.002984 -0.103214 -0.000320 -0.122535 -0.001060 0.003336 -0.037931 
-0.000073 0.000248 0.009385 0.002975 -0.103352 -0.000349 -0.122166 -0.000876 0.003116 -0.037842 
-0.000083 0.000234 0.009405 0.002943 -0.102843 -0.000277 -0.122599 -0.000554 0.002878 -0.037768 
-0.000093 0.000222 0.009424 0.002917 -0.102478 -0.000220 -0.123005 -0.000300 0.002684 -0.037709 
-0.000104 0.000211 0.009446 0.002891 -0.102093 -0.000160 -0.123450 -0.000076 0.002519 -0.037662 
-0.000115 0.000202 0.009442 0.002890 -0.102207 -0.000143 -0.123469 -0.000113 0.002506 -0.037642 
-0.000126 0.000195 0.009467 0.002884 -0.102134 -0.000097 -0.123887 -0.000196 0.002569 -0.037668 
-0.000137 0.000187 0.009462 0.002884 -0.102257 -0.000079 -0.123878 -0.000257 0.002576 -0.037657 
-0.000150 0.000183 0.009418 0.002894 -0.101842 -0.000027 -0.123079 -0.000520 0.002760 -0.037645 
-0.000170 0.000224 0.009513 0.003228 -0.110108 0.000006 -0.124439 -0.003739 0.004855 -0.038686 
-0.000180 0.000180 0.009418 0.003155 -0.109328 -0.000191 -0.123422 -0.002882 0.003818 -0.038071 
-0.000190 0.000147 0.009405 0.003090 -0.108573 -0.000165 -0.123588 -0.002133 0.003036 -0.037691 
-0.000199 0.000118 0.009379 0.003037 -0.108067 -0.000176 -0.123539 -0.001497 0.002333 -0.037346 
-0.000210 0.000091 0.009318 0.002997 -0.107549 -0.000249 -0.122844 -0.001030 0.001752 -0.037006 
-0.000220 0.000071 0.009325 0.002955 -0.106939 -0.000199 -0.123148 -0.000636 0.001348 -0.036813 
-0.000231 0.000051 0.009267 0.002930 -0.106333 -0.000235 -0.122358 -0.000424 0.001044 -0.036558 
