4.000000 15964692737.000000 598.383545 2892.785645 20.050011 4.215429 -1.553941 -179.464081 
4.000000 15964698324.000000 598.357605 2892.809570 20.019732 4.223334 -1.503777 -179.416473 
4.000000 15964709497.000000 598.439026 2892.810059 20.034397 4.227755 -1.586497 -179.412933 
4.000000 15964715083.000000 598.412659 2892.795654 20.013073 4.228267 -1.555796 -179.425064 
4.000000 15964731843.000000 598.408142 2892.702148 20.021544 4.094493 -1.571011 -179.506363 
4.000000 15964737430.000000 598.433105 2892.807373 20.019751 4.228523 -1.567798 -179.425705 
4.000000 15964748603.000000 598.346130 2892.741211 20.026045 4.133695 -1.488607 -179.477783 
4.000000 15964754189.000000 598.339722 2892.792725 20.032972 4.213374 -1.474693 -179.431305 
4.000000 15964770949.000000 598.382019 2892.772949 20.001305 4.182361 -1.514894 -179.404892 
4.000000 15964776536.000000 598.427673 2892.797607 20.055763 4.218213 -1.597966 -179.422134 
4.000000 15964787709.000000 598.414734 2892.794189 20.053495 4.216546 -1.550681 -179.407486 
4.000000 15964798882.000000 598.340515 2892.734131 20.007725 4.141868 -1.466992 -179.462799 
4.000000 15964804469.000000 598.364929 2892.744629 20.056376 4.145025 -1.517771 -179.454575 
4.000000 15964815642.000000 598.407043 2892.824463 20.014839 4.246136 -1.543374 -179.425659 
4.000000 15964832402.000000 598.350891 2892.755859 20.031446 4.146181 -1.495175 -179.487030 
4.000000 15964837988.000000 598.449036 2892.890869 20.023975 4.326188 -1.592526 -179.381805 
4.000000 15964849162.000000 598.413513 2892.812500 20.058260 4.226038 -1.571911 -179.417236 
4.000000 15964854748.000000 598.343384 2892.708496 20.040937 4.111613 -1.482511 -179.472809 
4.000000 15964871508.000000 598.397156 2892.798096 20.022459 4.208417 -1.536026 -179.426010 
4.000000 15964877094.000000 598.371277 2892.761719 20.037619 4.177314 -1.516957 -179.455826 
4.000000 15964888268.000000 598.436829 2892.841064 20.016914 4.261115 -1.565982 -179.448395 
4.000000 15964893854.000000 598.383240 2892.793457 20.047226 4.213764 -1.558024 -179.419708 
4.000000 15964910614.000000 598.429077 2892.807373 20.035183 4.244478 -1.586644 -179.445694 
4.000000 15964916201.000000 598.388428 2892.733887 20.047897 4.121046 -1.550496 -179.433334 
4.000000 15964927374.000000 598.355713 2892.726807 20.057043 4.116917 -1.530806 -179.492523 
4.000000 15964938547.000000 598.382141 2892.825684 20.074545 4.278495 -1.562680 -179.415436 
4.000000 15964949720.000000 598.358398 2892.755371 20.041569 4.169522 -1.518772 -179.442459 
4.000000 15964955307.000000 598.412964 2892.780762 20.038206 4.183885 -1.574031 -179.423904 
4.000000 15964966480.000000 598.442200 2892.847900 20.034012 4.280787 -1.621365 -179.415588 
4.000000 15964977653.000000 598.378235 2892.746582 20.053474 4.151092 -1.549771 -179.446411 
4.000000 15964988826.000000 598.355835 2892.792969 20.011719 4.224802 -1.498018 -179.423889 
4.000000 15964994413.000000 598.381409 2892.792969 20.040638 4.208176 -1.539042 -179.421127 
4.000000 15965011173.000000 598.349487 2892.800781 20.026896 4.218338 -1.455252 -179.389084 
4.000000 15965016759.000000 598.443665 2892.813965 20.030382 4.244115 -1.577377 -179.393539 
4.000000 15965027932.000000 598.368530 2892.774902 20.039005 4.177979 -1.501418 -179.408020 
4.000000 15965033519.000000 598.390442 2892.816406 20.025738 4.276337 -1.548609 -179.412308 
4.000000 15965050279.000000 598.338806 2892.812744 20.031641 4.239792 -1.459746 -179.432739 
4.000000 15965055865.000000 598.396484 2892.845459 20.044287 4.263424 -1.577481 -179.418198 
4.000000 15965067039.000000 598.397339 2892.743896 20.046545 4.135648 -1.560530 -179.449265 
4.000000 15965078212.000000 598.332092 2892.671875 20.032509 4.059633 -1.471413 -179.496124 
4.000000 15965089385.000000 598.324280 2892.717773 20.043180 4.123322 -1.479461 -179.456696 
4.000000 15965094972.000000 598.428833 2892.786133 20.039003 4.204782 -1.591475 -179.483887 
4.000000 15965106145.000000 598.348511 2892.752686 20.050667 4.166110 -1.490871 -179.489517 
4.000000 15965117318.000000 598.421082 2892.882324 20.024950 4.326074 -1.579556 -179.373871 
4.000000 15965128491.000000 598.367859 2892.822266 20.031141 4.272579 -1.520139 -179.416885 
4.000000 15965134078.000000 598.402466 2892.773682 20.011116 4.181953 -1.526198 -179.414871 
4.000000 15965150837.000000 598.412903 2892.804199 20.021164 4.211793 -1.522012 -179.427551 
4.000000 15965156424.000000 598.431580 2892.831055 20.019020 4.257639 -1.576683 -179.389603 
4.000000 15965167597.000000 598.377502 2892.795166 20.038059 4.203475 -1.507977 -179.441788 
4.000000 15965173184.000000 598.334473 2892.724854 20.014984 4.129692 -1.474453 -179.463440 
4.000000 15965189944.000000 598.329407 2892.761963 20.018522 4.180187 -1.459781 -179.443161 
4.000000 15965195530.000000 598.371094 2892.819824 20.017851 4.244443 -1.533092 -179.445724 
4.000000 15965206703.000000 598.379333 2892.759033 19.992348 4.179090 -1.552660 -179.458725 
4.000000 15965212290.000000 598.455994 2892.858887 20.028234 4.292138 -1.580198 -179.400314 
4.000000 15965229050.000000 598.431519 2892.824951 20.017727 4.259372 -1.564671 -179.398651 
4.000000 15965234636.000000 598.409058 2892.787598 20.049786 4.192422 -1.530885 -179.405273 
4.000000 15965245810.000000 598.378784 2892.731934 20.025602 4.123890 -1.500718 -179.512604 
4.000000 15965256983.000000 598.334534 2892.723877 20.028889 4.123621 -1.450688 -179.468964 
4.000000 15965268156.000000 598.434204 2892.805420 20.020399 4.218214 -1.562806 -179.438065 
4.000000 15965273743.000000 598.423889 2892.780029 20.045277 4.192504 -1.605251 -179.458817 
4.000000 15965290502.000000 598.400452 2892.856445 20.031063 4.288953 -1.552998 -179.404221 
4.000000 15965296089.000000 598.372437 2892.702393 20.029789 4.090673 -1.536354 -179.483658 
4.000000 15965307262.000000 598.355591 2892.729736 20.045839 4.116773 -1.490731 -179.449356 
4.000000 15965312849.000000 598.367920 2892.788086 20.046980 4.224358 -1.519476 -179.403625 
4.000000 15965329608.000000 598.365417 2892.761230 20.022100 4.199448 -1.479568 -179.458237 
4.000000 15965335195.000000 598.371582 2892.753662 20.034901 4.180299 -1.518746 -179.453705 
4.000000 15965346368.000000 598.396912 2892.736084 20.032042 4.135380 -1.538809 -179.481842 
4.000000 15965351955.000000 598.416321 2892.801514 20.026325 4.217791 -1.530534 -179.422623 
4.000000 15965368715.000000 598.376953 2892.796387 20.035042 4.203031 -1.523270 -179.440521 
4.000000 15965374301.000000 598.422119 2892.797119 20.042902 4.201276 -1.574291 -179.465912 
4.000000 15965385474.000000 598.353821 2892.734863 20.007412 4.152077 -1.504738 -179.460129 
