0.063885 0.120386 0.014757 
0.054608 0.119686 0.019671 
0.047499 0.117990 0.020603 
0.039375 0.116162 0.018980 
0.033423 0.114604 0.014621 
-0.017794 0.032063 0.015630 
-0.053806 -0.028916 0.014027 
-0.080472 -0.072812 0.011930 
-0.053391 -0.022826 0.003053 
-0.033629 0.014767 -0.003098 
-0.020076 0.035731 -0.007516 
-0.003684 0.047275 -0.011452 
0.008275 0.050210 -0.013101 
0.017755 0.065137 -0.010794 
0.024575 0.080712 -0.008327 
0.028678 0.091986 -0.006102 
0.029862 0.098712 -0.004278 
0.027172 0.101194 -0.002425 
0.023681 0.112790 -0.000846 
0.021607 0.125317 -0.001731 
0.020583 0.133123 -0.004678 
-0.027391 0.059317 -0.002272 
-0.062878 0.040340 -0.000086 
-0.046781 0.089584 -0.010454 
-0.033477 0.122729 -0.020211 
-0.025837 0.132317 -0.028668 
-0.016367 0.148234 -0.033927 
-0.008870 0.159085 -0.037380 
-0.002061 0.161852 -0.040189 
0.003366 0.158423 -0.041991 
0.009296 0.153481 -0.042613 
0.011913 0.141937 -0.041409 
0.015265 0.143115 -0.037976 
-0.026445 0.074906 -0.028345 
-0.057446 0.026411 -0.022023 
-0.080633 -0.008146 -0.017991 
-0.057345 0.032489 -0.020311 
-0.035552 0.063216 -0.020716 
-0.017681 0.079592 -0.019659 
-0.004271 0.090056 -0.017707 
0.009384 0.097518 -0.015828 
0.020142 0.100888 -0.013523 
0.029344 0.103784 -0.011010 
0.036958 0.103239 -0.007862 
0.038867 0.107561 -0.002813 
0.037350 0.104979 0.002392 
-0.007937 0.044779 0.013523 
-0.001914 0.084488 0.015968 
0.000742 0.113516 0.016129 
0.002337 0.115007 0.012659 
0.003212 0.103983 0.009018 
0.008334 0.097933 0.005506 
0.012908 0.091648 0.003238 
0.016500 0.089526 0.002166 
0.018096 0.087640 0.002054 
0.016500 0.102729 0.004584 
0.012730 0.125711 0.007257 
0.006131 0.137509 0.007158 
0.003911 0.140431 0.004668 
0.002544 0.132316 0.000580 
0.002587 0.119912 -0.004437 
-0.000043 0.105892 -0.008458 
-0.002142 0.092975 -0.011157 
-0.002685 0.099205 -0.011243 
-0.003044 0.100495 -0.010837 
-0.005910 0.095742 -0.009325 
-0.007040 0.100323 -0.006260 
-0.006749 0.096352 -0.005004 
-0.004365 0.089794 -0.004788 
0.009999 0.095283 -0.006170 
0.017266 0.103134 -0.001800 
0.020588 0.108150 0.005017 
0.021962 0.114362 0.013148 
0.020803 0.113653 0.021837 
0.007405 0.090025 0.031231 
-0.001886 0.081890 0.037195 
-0.004644 0.074125 0.037305 
-0.006874 0.067912 0.033780 
0.000665 0.082162 0.027277 
0.005360 0.091666 0.023250 
