-0.029568 -0.253096 0.123237 
-0.029235 -0.251833 0.123489 
-0.028971 -0.250596 0.123734 
-0.028778 -0.249388 0.123944 
-0.028630 -0.248204 0.124098 
-0.028878 -0.247905 0.124188 
-0.029395 -0.248258 0.124212 
-0.030111 -0.249082 0.124178 
-0.030605 -0.249377 0.124093 
-0.030938 -0.249276 0.123973 
-0.031155 -0.248951 0.123830 
-0.031219 -0.248490 0.123681 
-0.031167 -0.247986 0.123543 
-0.031048 -0.247321 0.123441 
-0.030887 -0.246491 0.123370 
-0.030706 -0.245544 0.123324 
-0.030526 -0.244528 0.123293 
-0.030379 -0.243491 0.123273 
-0.030284 -0.242342 0.123253 
-0.030221 -0.241073 0.123213 
-0.030170 -0.239728 0.123136 
-0.030500 -0.239176 0.123016 
-0.031154 -0.238858 0.122846 
-0.031687 -0.238034 0.122582 
-0.032108 -0.236867 0.122235 
-0.032447 -0.235598 0.121818 
-0.032701 -0.234161 0.121361 
-0.032887 -0.232607 0.120882 
-0.033004 -0.231018 0.120388 
-0.033060 -0.229457 0.119892 
-0.033052 -0.227937 0.119406 
-0.033008 -0.226528 0.118945 
-0.032941 -0.225102 0.118523 
-0.033220 -0.224402 0.118145 
-0.033757 -0.224219 0.117791 
-0.034488 -0.224406 0.117445 
-0.035036 -0.224162 0.117103 
-0.035406 -0.223587 0.116786 
-0.035624 -0.222826 0.116508 
-0.035728 -0.221944 0.116271 
-0.035713 -0.220971 0.116078 
-0.035602 -0.219951 0.115927 
-0.035410 -0.218889 0.115820 
-0.035151 -0.217822 0.115759 
-0.034890 -0.216709 0.115749 
-0.034651 -0.215621 0.115788 
-0.034807 -0.215182 0.115877 
-0.034955 -0.214341 0.115979 
-0.035111 -0.213208 0.116071 
-0.035245 -0.212060 0.116131 
-0.035351 -0.211022 0.116164 
-0.035392 -0.210039 0.116176 
-0.035377 -0.209113 0.116180 
-0.035323 -0.208204 0.116181 
-0.035251 -0.207312 0.116186 
-0.035216 -0.206271 0.116203 
-0.035250 -0.205006 0.116226 
-0.035361 -0.203632 0.116228 
-0.035492 -0.202233 0.116199 
-0.035619 -0.200917 0.116132 
-0.035721 -0.199726 0.116023 
